7114,23/10/2016 9:00,0.06672,0.0293,0.0965,0.441,0.00215,MS,MS,5.571,-0.917,MS,0.695,301.563,0.00048,0.02239,0.02207,0.04521,0.261,0.00453,6.498,MS,MS,1.614,250.91,14.086,17.035,31.121,0.09,4.695,4.208,4.208,81.632,4.814,301.678
7115,23/10/2016 10:00,0.08266,0.03327,0.11645,0.409,0.00345,MS,MS,8.095,1.301,MS,1.19,208.46,0.00068,0.02885,0.02202,0.05139,0.328,0.00592,7.793,MS,MS,1.699,151.682,13.053,13.619,26.672,0.11,8.719,4.442,4.442,75.427,4.448,295.678
7116,23/10/2016 11:00,0.04751,0.0268,0.07461,0.236,0.01126,MS,MS,9.521,3.565,MS,3.424,151.318,0.00053,0.01091,0.01119,0.02265,0.203,0.01787,3.447,MS,MS,4.596,121.779,9.556,12.048,21.604,0.127,17.395,3.861,3.861,54.671,3.281,152.447
7117,23/10/2016 12:00,0.00525,0.00773,0.01294,0.056,0.02517,MS,MS,5.251,5.019,MS,8.971,164.657,0.00049,0.00224,0.00276,0.00502,0.128,0.0253,3.06,MS,MS,10.719,136.406,9.706,13.683,23.39,0.186,21.393,4.453,4.453,50.022,7.856,143.295
7118,23/10/2016 13:00,0.00288,0.00521,0.008,0.044,0.02788,MS,MS,4.724,7.486,MS,8.286,152.816,0.00039,0.00103,0.00087,0.00197,0.12,0.03294,2.084,MS,MS,15.96,143.319,4.796,8.431,13.227,0.109,25.629,2.752,2.752,50.737,8.868,157.412
7119,23/10/2016 14:00,0.00059,0.00185,0.00243,0.038,0.03697,MS,MS,2.26,10.112,MS,11.76,162.163,0.00039,0.0009,0.00018,0.001,0.116,0.03571,0.953,MS,MS,16.808,153.411,1.731,4.823,6.555,0.097,31.435,2.278,2.278,46.423,6.642,159.69
7120,23/10/2016 15:00,0.0008,0.00269,0.00349,0.066,0.03475,MS,MS,2.49,10.448,MS,6.437,154.048,0.00043,0.00091,0.00069,0.0011,0.119,0.03392,1.117,MS,MS,5.493,134.097,1.092,3.748,4.84,0.076,34.146,1.244,1.244,44.369,4.642,178.082
7121,23/10/2016 16:00,0.00064,0.00391,0.00459,0.062,0.03354,MS,MS,2.857,10.406,MS,1.296,143.252,0.00009,0.00107,0.00233,0.00303,0.128,0.03213,1.194,MS,MS,4.529,127.705,0.912,5.263,6.175,0.087,33.244,1.473,1.473,41.164,2.599,144.779
7122,23/10/2016 17:00,0.00032,0.00464,0.00499,0.057,0.03282,MS,MS,3.423,10.55,MS,3.622,63.437,0.00014,0.00158,0.00734,0.00883,0.132,0.02738,1.419,MS,MS,5.082,47.935,0.233,6.456,6.689,0.101,31.347,2.026,2.026,42.787,4.046,127.773
7123,23/10/2016 18:00,0.00146,0.02038,0.02188,0.185,0.01671,MS,MS,5.876,8.797,MS,3.071,35.365,0.00021,0.00144,0.01601,0.01763,0.171,0.01864,2.315,MS,MS,5.19,35.498,0.107,15.049,15.156,0.168,21.696,3.845,3.845,53.779,2.24,120.38
7124,23/10/2016 19:00,0.01308,0.03366,0.04687,0.401,0.00367,MS,MS,10.411,6.668,MS,3.093,100.205,0.00019,0.00185,0.01957,0.02155,0.178,0.01574,3.061,MS,MS,5.984,36.457,8.524,28.458,36.994,0.388,6.356,10.829,10.829,65.66,0.307,311.976
7125,23/10/2016 20:00,0.03461,0.03647,0.0714,0.491,0.00185,MS,MS,12.033,5.127,MS,1.807,2.967,0.00019,0.00312,0.02666,0.02986,0.208,0.00679,7.97,MS,MS,2.39,87.337,23.295,33.737,57.051,0.584,1.262,16.26,16.26,71.979,3.177,324.114
7126,23/10/2016 21:00,0.05881,0.03434,0.0936,0.669,0.00127,MS,MS,12.209,3.355,MS,1.906,340.644,0.00018,0.00517,0.02916,0.03451,0.218,0.00446,9.535,MS,MS,1.26,306.973,14.55,32.313,46.833,0.294,1.506,9.531,9.531,71.52,4.689,311.17
7127,23/10/2016 22:00,0.10486,0.03706,0.14238,0.898,0.00156,MS,MS,13.875,2.764,MS,2.386,18.757,0.00056,0.02875,0.03597,0.06507,0.417,0.00106,15.016,MS,MS,2.81,261.919,8.939,30.138,39.073,0.268,1.862,11.186,11.186,74.444,4.622,310.128
7128,23/10/2016 23:00,0.07894,0.03547,0.11491,0.782,0.00146,MS,MS,13.905,2.525,MS,1.124,249.521,0.00028,0.00552,0.02646,0.03203,0.345,0.00401,11.66,MS,MS,3.41,265.714,1.396,17.931,19.322,0.145,10.321,5.996,5.996,74.724,4.318,313.215
7129,24/10/2016 0:00,0.08542,0.03578,0.12173,0.705,0.00141,MS,MS,13.412,2.246,MS,0.88,296.232,0.00013,0.00421,0.02421,0.02836,0.254,0.00494,8.318,MS,MS,2.597,316.507,0.608,17.05,17.656,0.12,9.004,5.674,5.674,77.6,3.056,310.669
7130,24/10/2016 1:00,0.0333,0.0329,0.06649,0.314,0.00145,MS,MS,7.218,2.747,MS,6.346,346.822,-0.00001,0.00437,0.01987,0.0243,0.207,0.00781,6.872,MS,MS,4.516,271.567,1.575,17.967,19.54,0.09,8.25,6.072,6.072,77.703,6.303,312.485
7131,24/10/2016 2:00,0.00651,0.02838,0.03497,0.184,0.00226,MS,MS,5.163,2.596,MS,6.367,334.196,Z,Z,Z,Z,Z,Z,7.501,MS,MS,3.782,260.694,0.592,15.585,16.187,0.076,11.979,6.521,6.521,73.574,6.482,314.716
7132,24/10/2016 3:00,0.02985,0.03101,0.06117,0.244,0.00096,MS,MS,6.375,2.262,MS,1.288,31.744,0.00033,0.00274,0.01759,0.02006,0.197,0.00937,6.165,MS,MS,3.974,276.504,0.087,11.104,11.19,0.076,15.832,5.852,5.852,71.991,6.742,316.336
7133,24/10/2016 4:00,0.01808,0.02897,0.04724,0.194,0.00109,MS,MS,5.321,2.742,MS,2.787,44.625,0.0003,0.0017,0.0167,0.01801,0.155,0.0091,5.486,MS,MS,1.073,256.694,0.12,10.723,10.84,0.065,16.04,4.495,4.495,72.008,6.767,322.921
7134,24/10/2016 5:00,0.0144,0.02849,0.04304,0.232,0.00086,MS,MS,5.501,2.601,MS,1.97,78.166,0.00049,0.03432,0.02974,0.06424,0.305,0.00083,13.042,MS,MS,3.043,52.263,0.554,14.749,15.295,0.085,S,4.544,4.544,73.343,3.223,342.524
7135,24/10/2016 6:00,0.03225,0.02949,0.06206,0.326,0.00098,MS,MS,5.864,2.438,MS,4.064,352.37,0.00052,0.02897,0.02975,0.05874,0.268,0.00033,11.34,MS,MS,3.825,44.595,2.768,18.739,21.5,0.118,6.755,5.618,5.618,76.401,0.356,40.172
7136,24/10/2016 7:00,C,C,C,0.241,0.00112,MS,MS,7.807,2.296,MS,4.855,353.963,0.00051,0.04333,0.02795,0.07115,0.306,0.00014,13.188,MS,MS,4.568,34.263,13.029,25.419,38.449,0.22,0.63,7.91,7.91,79.023,0.697,284.814
7137,24/10/2016 8:00,C,C,C,0.401,0.00114,MS,MS,8.513,2.038,MS,4.064,337.738,0.0006,0.0647,0.02596,0.09058,0.304,0.00024,19.69,MS,MS,4.169,65.791,11.368,25.707,37.075,0.267,1.869,10.284,10.284,77.973,0.526,324.232
7138,24/10/2016 9:00,C,C,C,C,0.00178,MS,MS,10.283,1.506,MS,5.228,98.196,0.00026,0.0323,0.01745,0.04974,0.218,0.00128,20.037,MS,MS,5.917,69.304,35.298,25.073,60.371,0.36,1.507,11.744,11.744,79.304,0.934,162.322
7139,24/10/2016 10:00,C,C,C,C,0.00397,MS,MS,10.636,1.213,MS,5.1,120.181,0.00027,0.0146,0.01236,0.02695,0.181,0.00264,13.52,MS,MS,4.395,123.735,34.152,25.103,59.255,0.365,2.311,18.084,18.084,79.531,3.88,115.042
7140,24/10/2016 11:00,C,C,C,C,0.00357,MS,MS,10.779,1.327,MS,6.033,109.376,0.00013,0.01271,0.00957,0.02218,0.168,0.00357,12.485,MS,MS,5.613,108.662,55.183,25.944,81.127,0.45,1.995,23.279,23.279,82.379,1.913,132.007
7141,24/10/2016 12:00,C,C,C,C,C,MS,MS,C,1.552,MS,5.816,98.569,0.00014,0.01081,0.00806,0.01873,0.159,0.00452,10.693,MS,MS,5.713,77.459,43.777,22.661,66.438,0.356,2.424,22.095,22.095,82.754,3.174,108.595
7142,24/10/2016 13:00,0.01142,0.00973,0.02124,-0.092,C,MS,MS,C,2.385,MS,5.276,114.068,0.00031,0.01233,0.00931,0.0216,0.155,0.00451,9.18,MS,MS,5.811,92.897,23.948,15.86,39.808,0.244,4.031,17.158,17.158,82.558,4.583,126.146
7143,24/10/2016 14:00,0.00801,0.00809,0.01618,-0.117,0.00687,MS,MS,5.497,3.536,MS,5.302,118.424,0.00015,0.00642,0.00595,0.01221,0.144,0.0073,4.546,MS,MS,5.424,105.224,21.48,14.945,36.425,0.219,5.563,14.468,14.468,79.985,6.094,137.116
7144,24/10/2016 15:00,0.0074,0.0076,0.01507,-0.103,0.00803,MS,MS,4.48,4.559,MS,7.902,117.086,0.00029,0.00679,0.00621,0.01275,0.146,0.00754,4.182,MS,MS,7.404,109.697,14.714,11.586,26.3,0.174,5.963,9.057,9.057,78.639,5.729,113.414
7145,24/10/2016 16:00,0.0052,0.00665,0.01185,-0.101,0.008,MS,MS,3.765,4.672,MS,7.137,106.123,0.0001,0.00636,0.00658,0.01268,0.166,0.00792,4.14,MS,MS,8.257,107.79,7.093,9.498,16.591,0.168,6.598,5.221,5.221,81.71,5.275,115.699
7146,24/10/2016 17:00,0.0033,0.0079,0.01119,-0.07,0.00726,MS,MS,3.431,4.51,MS,7.376,98.395,0.00011,0.00619,0.00869,0.01476,0.153,0.00654,3.963,MS,MS,6.957,111.204,5.936,10.911,16.847,0.16,5.177,5.861,5.861,86.338,4.842,117.756
7147,24/10/2016 18:00,0.00154,0.00829,0.0099,-0.061,0.00631,MS,MS,3.771,3.767,MS,6.466,101.279,0.00022,0.00851,0.01371,0.02225,0.169,0.00123,4.715,MS,MS,6.592,115.798,3.773,12.655,16.428,0.177,2.722,5.796,5.796,92.37,4.398,101.979
7148,24/10/2016 19:00,0.00083,0.00849,0.00936,-0.065,0.00688,MS,MS,3.81,3.366,MS,6.875,115.418,0.00021,0.00212,0.0082,0.00986,0.14,0.00522,4.514,MS,MS,7.609,109.192,3.408,14.19,17.598,0.165,1.285,6.656,6.656,94.805,3.7,126.025
7149,24/10/2016 20:00,0.00079,0.00617,0.00702,-0.054,0.00779,MS,MS,4.595,2.383,MS,7.946,119.408,0.00015,0.0016,0.00766,0.00878,0.13,0.00486,5.59,MS,MS,6.98,110.363,1.237,11.271,12.508,0.136,3.594,6.115,6.115,96.22,5.614,117.914
7150,24/10/2016 21:00,0.00088,0.00713,0.00804,-0.044,0.00714,MS,MS,4.012,1.678,MS,4.722,127.845,0.00023,0.00155,0.00805,0.00918,0.131,0.00439,5.034,MS,MS,5.583,107.918,0.227,10.017,10.244,0.12,4.394,7.634,7.634,98.767,5.102,141.883
7151,24/10/2016 22:00,0.00068,0.01014,0.01084,-0.029,0.00385,MS,MS,6.436,1.589,MS,3.446,162.208,0.00019,0.00095,0.00584,0.00617,0.128,0.00609,4.355,MS,MS,3.604,137.582,1.116,10.639,11.756,0.116,3.327,7.825,7.825,100.978,3.027,163.419
7152,24/10/2016 23:00,0.00065,0.0099,0.01059,-0.01,0.00378,MS,MS,4.938,1.616,MS,2.974,139.055,0.00008,0.00092,0.00513,0.00545,0.126,0.00654,5.34,MS,MS,3.464,140.935,0.547,8.96,9.507,0.094,4.003,6.394,6.394,102.18,3.174,200.045
7153,25/10/2016 0:00,0.00066,0.01048,0.01118,0.002,0.00331,MS,MS,5.413,1.674,MS,2.451,139.502,0.0002,0.00122,0.00519,0.00585,0.129,0.00637,5.641,MS,MS,1.44,137.828,-0.225,5.823,5.598,0.089,6.44,6.667,6.667,102.613,2.936,253.916
7154,25/10/2016 1:00,0.00208,0.01547,0.01767,0.029,0.00136,MS,MS,17.71,1.722,MS,1.771,179.248,0.00023,0.00107,0.00585,0.0063,0.132,0.00636,6.334,MS,MS,3.177,280.439,0.407,8.714,9.122,0.094,3.901,6.964,6.964,102.697,0.701,111.898
7155,25/10/2016 2:00,0.00238,0.01455,0.017,0.045,0.00054,MS,MS,24.194,1.81,MS,1.508,155.859,Z,Z,Z,Z,Z,Z,7.579,MS,MS,1.661,193.662,-0.057,8.507,8.45,0.092,3.777,5.557,5.557,102.984,3.043,279.478
7156,25/10/2016 3:00,0.00238,0.01421,0.01666,0.06,0.00076,MS,MS,20.104,1.746,MS,2.103,130.551,0.00021,0.00088,0.00707,0.00747,0.146,0.00463,7.879,MS,MS,2.559,158.581,0.078,7.969,8.047,0.091,3.329,5.934,5.934,103.222,0.623,177.788
7157,25/10/2016 4:00,0.00214,0.01386,0.01609,0.08,0.00044,MS,MS,11.497,1.408,MS,6.054,81.344,0.00011,0.0041,0.00978,0.01361,0.157,0.00211,6.717,MS,MS,8.754,68.994,2.427,13.336,15.763,0.111,0.619,6.618,6.618,103.154,1.726,103.348
7158,25/10/2016 5:00,0.00174,0.01127,0.01305,0.083,0.00159,MS,MS,5.107,0.85,MS,7.332,89.376,0.00022,0.00295,0.00773,0.01029,0.157,0.00383,5.554,MS,MS,12.407,91.032,5.387,13.796,19.183,0.151,S,6.341,6.341,103.325,3.818,103.482
7159,25/10/2016 6:00,0.00796,0.01205,0.02009,0.108,0.00265,MS,MS,4.582,0.698,MS,3.158,136.515,0.00025,0.00276,0.00512,0.00745,0.163,0.00546,5.217,MS,MS,10.61,112.946,5.32,12.771,18.091,0.141,0.239,4.775,4.775,103.608,3.821,122.766
7160,25/10/2016 7:00,0.01277,0.01309,0.02599,0.112,0.00049,MS,MS,7.952,0.865,MS,3.879,137.799,0.00027,0.00565,0.00869,0.01417,0.19,0.00226,5.755,MS,MS,8.646,112.47,4.199,12.369,16.568,0.122,0.406,4.559,4.559,103.784,3.997,139.823
7161,25/10/2016 8:00,0.00974,0.01243,0.02228,0.098,0.00081,MS,MS,7.255,0.781,MS,6.002,139.963,0.00011,0.00541,0.00983,0.01528,0.189,0.00153,4.888,MS,MS,9.375,126.521,9.453,11.858,21.311,0.16,0.583,4.748,4.748,103.928,5.099,141.682
7162,25/10/2016 9:00,0.02032,0.01271,0.03325,0.109,0.00086,MS,MS,8.233,0.985,MS,5.499,154.186,0.00022,C,C,C,0.197,0.00339,5.563,MS,MS,9.647,150.702,11.664,10.443,22.106,0.169,1.537,6.078,6.078,103.955,4.958,155.511
7163,25/10/2016 10:00,0.01176,0.00991,0.02181,0.123,0.00236,MS,MS,9.673,0.926,MS,5.256,171.732,0.00011,C,C,C,C,0.00354,8.41,MS,MS,6.505,159.02,13.219,10.143,23.343,0.161,2.53,8.528,8.528,103.887,4.471,160.613
7164,25/10/2016 11:00,0.0097,0.00831,0.01809,0.103,0.00282,MS,MS,8.882,1.29,MS,5.148,174.45,0.00006,C,C,C,C,0.00309,8.468,MS,MS,6.282,162.089,6.655,6.481,13.132,0.122,4.402,6.748,6.748,103.492,5.238,198.236
7165,25/10/2016 12:00,0.0125,0.00803,0.02065,0.11,0.00338,MS,MS,12.087,2.034,MS,4.989,199.058,0.00006,C,C,C,C,C,6.983,MS,MS,4.289,196.868,7.515,5.288,12.815,0.124,5.149,6.295,6.295,98.908,4.031,234.921
7166,25/10/2016 13:00,0.01526,0.00742,0.02281,0.139,0.00557,MS,MS,8.567,4.192,MS,6.716,222.294,0.00026,0.01102,0.00581,0.01715,0.057,C,4.433,MS,MS,3.882,231.163,10.72,5.241,15.959,0.136,6.453,5.338,5.338,81.317,4.344,278.939
7167,25/10/2016 14:00,0.01918,0.01034,0.02967,0.158,0.00468,MS,MS,8.24,6.411,MS,4.182,232.475,0.00026,0.01309,0.00722,0.02068,0.098,C,2.782,MS,MS,3.876,250.165,9.375,6.361,15.733,0.148,5.239,4.688,4.688,80.715,5.843,300.509
7168,25/10/2016 15:00,0.01788,0.01225,0.03028,0.19,0.00378,MS,MS,5.387,8.345,MS,6.371,214.957,0.00017,0.01556,0.00909,0.02488,0.166,0.00338,2.687,MS,MS,6.081,254.476,9.109,7.421,16.528,0.157,4.616,4.793,4.793,79.871,7.355,296.21
7169,25/10/2016 16:00,0.01649,0.01648,0.03317,0.212,0.01146,MS,MS,4.764,11.03,MS,12.114,236.892,0.00065,0.0238,0.01202,0.03601,0.267,0.00339,2.857,MS,MS,7.037,232.348,6.578,9.8,16.397,0.163,24.1,2.38,2.38,49.918,18.118,247.641
7170,25/10/2016 17:00,0.00087,0.00623,0.00721,0.053,0.03618,MS,MS,1.012,14.007,MS,16.836,265.837,0.00026,0.0036,0.01011,0.01377,0.141,0.02424,0.973,MS,MS,16.724,242.802,0.505,3.985,4.484,0.088,39.138,0.588,0.588,34.216,22.575,254.336
7171,25/10/2016 18:00,0.00024,0.00889,0.00922,0.059,0.03405,MS,MS,0.965,12.247,MS,9.04,271.046,0.00095,0.00268,0.01076,0.01358,0.093,0.0313,0.448,MS,MS,6.729,266.683,0.014,4.299,4.319,0.096,37.809,0.429,0.429,39.154,13.995,261.081
7172,25/10/2016 19:00,0.00017,0.0172,0.0175,0.12,0.02477,MS,MS,1.267,10.495,MS,3.753,332.034,0.0003,0.00213,0.01145,0.01375,0.109,0.02749,1.2,MS,MS,4.135,282.66,-0.276,3.523,3.244,0.092,37.019,0.416,0.416,43.424,9.512,305.759
7173,25/10/2016 20:00,0.0155,0.01876,0.03444,0.216,0.00264,MS,MS,10.007,5.397,MS,4.711,38.22,0.00013,0.01463,0.01277,0.02789,0.129,0.00061,8.453,MS,MS,5.449,74.048,1.7,10.717,12.417,0.165,23.637,2.157,2.157,57.209,0.659,247.332
7174,25/10/2016 21:00,0.02344,0.01365,0.03732,0.219,0.00054,MS,MS,11.605,2.536,MS,3.284,120.217,0.00017,0.00989,0.00945,0.01965,0.133,0.00045,15.171,MS,MS,7.468,116.405,3.877,12.955,16.813,0.169,18.682,5.265,5.265,66.362,2.267,278.415
7175,25/10/2016 22:00,0.022,0.01107,0.03324,0.199,0.00036,MS,MS,11.654,0.509,MS,1.493,164.83,0.0002,0.01167,0.00941,0.02159,0.142,0.00048,15.462,MS,MS,3.601,84.719,6.617,19.859,26.48,0.232,4.82,8.282,8.282,81.082,1.811,89.915
7176,25/10/2016 23:00,0.0227,0.0103,0.03321,0.174,0.00034,MS,MS,10.077,-0.49,MS,1.237,183.143,0.00014,0.0175,0.00989,0.02787,0.161,0.00051,10.146,MS,MS,2.936,151.155,2.773,17.803,20.576,0.18,14.684,3.125,3.125,75.114,4.981,332.416
7177,26/10/2016 0:00,0.03123,0.01105,0.04269,0.199,0.0004,MS,MS,8.779,-1.499,MS,3.5,137.758,0.00016,0.01403,0.00977,0.02438,0.175,0.00055,8.208,MS,MS,1.38,89.297,0.306,13.216,13.522,0.136,20.346,1.048,1.048,77.884,5.787,310.02
7178,26/10/2016 1:00,0.02737,0.01126,0.03898,0.153,0.00034,MS,MS,8.302,-2.755,MS,3.56,157.793,0.00007,0.01081,0.00903,0.02052,0.17,0.00058,6.994,MS,MS,4.675,135.788,0.099,11.004,11.103,0.1,21.08,0.691,0.691,80.366,6.075,307.642
7179,26/10/2016 2:00,0.03268,0.01361,0.0468,0.146,0.00039,MS,MS,8.772,-2.5,MS,2.894,166.729,Z,Z,Z,Z,Z,Z,5.585,MS,MS,2.212,134.813,13.954,18.392,32.346,0.217,8.436,5.52,5.52,88.12,0.927,163.971
7180,26/10/2016 3:00,0.03085,0.01405,0.04535,0.152,0.00043,MS,MS,6.379,-2.685,MS,0.523,165.855,0.00017,0.02127,0.01035,0.03212,0.206,0.00059,5.641,MS,MS,0.92,164.634,36.218,22.682,58.901,0.336,0.544,10.454,10.454,97.658,0.482,48.373
7181,26/10/2016 4:00,0.03698,0.01345,0.05101,0.159,0.00048,MS,MS,8.829,-3.151,MS,0.577,7.958,0.00028,0.03704,0.01355,0.05103,0.205,0.00058,5.704,MS,MS,3.466,306.488,25.158,24.723,49.881,0.439,0.666,6.064,6.064,98.897,3.553,333.038
7182,26/10/2016 5:00,0.07447,0.01787,0.09298,0.249,0.00058,MS,MS,12.529,-2.862,MS,2.974,340.861,0.0004,0.04423,0.01328,0.058,0.241,0.00059,5.864,MS,MS,3.318,272.331,9.6,21.864,31.465,0.161,S,3.03,3.03,97.303,4.054,306.876
7183,26/10/2016 6:00,0.10747,0.02116,0.12933,0.377,0.00072,MS,MS,12.148,-2.877,MS,1.176,323.757,0.00055,0.06356,0.01948,0.08346,0.36,0.00056,6.338,MS,MS,2.999,247.949,15.483,20.988,36.471,0.175,0.512,2.894,2.894,97.231,2.587,298.162
7184,26/10/2016 7:00,0.15696,0.02689,0.18431,0.599,0.00083,MS,MS,12.154,-2.236,MS,2.096,335.365,0.00074,0.07136,0.0236,0.09536,0.437,0.00062,5.279,MS,MS,3.34,263.093,52.011,26.831,78.842,0.31,0.489,3.358,3.358,95.19,4.174,310.421
7185,26/10/2016 8:00,0.20078,0.03663,0.23777,1.044,0.00143,MS,MS,11.506,-1.998,MS,3.094,305.202,0.00076,0.06689,0.0243,0.0918,0.492,0.00113,4.704,MS,MS,4.914,269.521,53.11,28.096,81.206,0.344,1.058,4.13,4.13,91,6.912,301.028
7186,26/10/2016 9:00,0.17392,0.0427,0.21703,0.98,0.00173,MS,MS,9.063,-0.176,MS,4.017,325.561,0.00072,0.04933,0.0262,0.0761,0.447,0.003,5.166,MS,MS,11.128,213.975,18.129,21.225,39.353,0.181,6.299,3.514,3.514,82.336,5.901,305.318
7187,26/10/2016 10:00,0.10854,0.03873,0.14777,0.697,0.00249,MS,MS,7.782,3.031,MS,2.509,338.291,C,0.04669,0.02507,0.07246,0.464,0.00469,C,MS,MS,6.571,276.66,22.057,22.117,44.174,0.218,7.539,5.178,5.178,75.775,5.461,309.955
7188,26/10/2016 11:00,0.04291,0.03066,0.07401,0.382,0.00687,MS,MS,5.897,5.931,MS,5.479,331.283,C,0.0469,0.02753,0.07507,0.487,0.00598,C,MS,MS,2.777,263.733,8.924,16.155,25.079,0.179,16.757,3.611,3.611,65.475,6.847,310.585
7189,26/10/2016 12:00,0.05749,0.03893,0.0969,0.451,0.00536,MS,MS,10.537,7.754,MS,3.038,348.769,0.00048,0.0303,0.02562,0.05673,0.44,0.00691,5.631,MS,MS,3.047,227.514,9.738,17.635,27.373,0.196,14.836,3.97,3.97,62.477,6.459,302.5
7190,26/10/2016 13:00,0.04311,0.04039,0.0839,0.391,0.00721,MS,MS,12.52,8.805,MS,0.582,84.695,0.00042,0.04978,0.03393,0.08435,0.483,0.00553,11.089,MS,MS,2.402,308.976,7.437,17.736,25.173,0.189,17.221,3.825,3.825,54.446,4.466,296.404
7191,26/10/2016 14:00,0.0266,0.03385,0.0608,0.325,0.00978,MS,MS,8.522,9.971,MS,4.584,98.318,0.00071,0.05031,0.0402,0.09114,0.459,0.00504,15.423,MS,MS,5.242,112.305,4.678,16.591,21.269,0.204,21.43,3.667,3.667,46.053,0.736,150.591
7192,26/10/2016 15:00,0.02719,0.03483,0.0623,0.322,0.00551,MS,MS,10.179,9.138,MS,6.282,133.019,-0.00001,0.00649,0.01658,0.02359,0.191,0.01446,4.866,MS,MS,5.951,136.437,10.645,29.924,40.568,0.356,11.506,5.526,5.526,48.79,4.549,134.866
7193,26/10/2016 16:00,0.01505,0.03007,0.04536,0.242,0.0053,MS,MS,7.124,8.384,MS,3.964,135.969,-0.00015,0.00329,0.01542,0.01917,0.188,0.01603,4.178,MS,MS,4.103,120.211,8.503,32.884,41.387,0.315,8.199,6.287,6.287,52.677,4.074,121.626
7194,26/10/2016 17:00,0.00775,0.02731,0.0352,0.21,0.00639,MS,MS,6.536,8.04,MS,3.599,118.035,-0.00014,0.00679,0.02272,0.03009,0.248,0.00935,5.745,MS,MS,4.897,101.645,19.899,36.029,55.927,0.396,2.829,9.591,9.591,60.348,4.072,128.233
7195,26/10/2016 18:00,0.01047,0.02867,0.03934,0.203,0.00218,MS,MS,7.439,7.18,MS,4.299,114.784,-0.0002,0.00519,0.0195,0.02537,0.194,0.00628,7.415,MS,MS,7.085,106.421,13.536,35.277,48.814,0.407,1.4,7.68,7.68,63.481,2.997,122.931
7196,26/10/2016 19:00,0.00314,0.02089,0.02413,0.121,0.00381,MS,MS,6.168,6.35,MS,3.857,122.754,-0.00019,0.00387,0.0173,0.02181,0.168,0.00472,6.322,MS,MS,6.357,105.781,7.399,29.564,36.963,0.314,1.461,7.355,7.355,69.232,3.432,109.06
7197,26/10/2016 20:00,0.00214,0.0185,0.02073,0.099,0.00441,MS,MS,6.267,5.596,MS,3.133,111.782,-0.00015,0.00506,0.0135,0.01885,0.153,0.00513,7.509,MS,MS,4.501,81.331,6.878,25.118,31.997,0.285,1.25,8.232,8.232,73.259,3.009,107.253
7198,26/10/2016 21:00,0.00281,0.01753,0.02044,0.126,0.00398,MS,MS,7.565,4.927,MS,4.492,101.489,-0.00003,0.01753,0.01907,0.03732,0.166,0.00109,11.189,MS,MS,3.774,63.801,5.898,23.412,29.31,0.253,1.415,8.387,8.387,77.883,2.292,75.219
7199,26/10/2016 22:00,0.00385,0.01831,0.02225,0.162,0.00242,MS,MS,8.687,3.984,MS,2.371,56.572,-0.00007,0.01384,0.01892,0.03346,0.171,0.00108,12.133,MS,MS,3.314,58.825,10.425,22.229,32.655,0.312,1,9.166,9.166,83.19,1.18,47.783
7200,26/10/2016 23:00,0.01339,0.01955,0.03308,0.248,0.00064,MS,MS,8.638,2.694,MS,1.119,47.544,-0.00003,0.02707,0.01953,0.04725,0.274,0.00044,13.404,MS,MS,1.232,69.627,32.387,23.852,56.238,0.396,0.608,9.765,9.765,88.481,2.051,308.727
7201,27/10/2016 0:00,0.02231,0.01883,0.04138,0.294,0.00064,MS,MS,8.715,1.709,MS,0.602,335.383,0.0002,0.04138,0.02143,0.06356,0.356,0.00056,13.035,MS,MS,2.654,267.847,40.4,23.617,64.017,0.396,0.567,9.866,9.866,91.41,3.854,298.347
7202,27/10/2016 1:00,0.03297,0.01807,0.05143,0.332,0.00068,MS,MS,10.757,1.067,MS,0.562,139.905,-0.00011,0.02694,0.02228,0.04995,0.362,0.00047,8.786,MS,MS,3.714,250.401,24.656,23.813,48.466,0.28,0.493,9.516,9.516,90.548,6.702,305.235
7203,27/10/2016 2:00,0.05397,0.02022,0.07467,0.377,0.0008,MS,MS,13.464,0.638,MS,1.628,243.481,Z,Z,Z,Z,Z,Z,6.606,MS,MS,6.555,269.165,11.316,24.215,35.513,0.244,0.597,9.154,9.154,88.462,7.395,312.775
7204,27/10/2016 3:00,0.07394,0.0211,0.09565,0.458,0.00088,MS,MS,13.697,0.38,MS,0.897,288.816,-0.00024,0.00402,0.01346,0.01788,0.155,0.0092,3.528,MS,MS,7.881,272.477,5.599,24.196,29.798,0.213,0.529,7.669,7.669,85.686,8.742,306.743
7205,27/10/2016 4:00,0.05245,0.02653,0.07947,0.317,0.00071,MS,MS,8.753,0.777,MS,2.119,274.98,-0.00019,0.00517,0.01313,0.01881,0.148,0.00957,3.295,MS,MS,9.085,268.271,4.49,20.893,25.376,0.192,1.515,5.798,5.798,86.076,8.449,317.931
7206,27/10/2016 5:00,0.04485,0.02861,0.07392,0.257,0.00077,MS,MS,7.2,0.674,MS,1.815,236.51,-0.00019,0.00712,0.02008,0.0278,0.195,0.00399,3.682,MS,MS,5.104,251.206,2.248,18.622,20.868,0.177,4.475,4.028,4.028,86.243,6.946,318.976
7207,27/10/2016 6:00,0.0673,0.02799,0.09583,0.303,0.00076,MS,MS,7.872,0.232,MS,1.097,324.521,-0.00008,0.01295,0.02295,0.03648,0.232,0.00139,3.897,MS,MS,3.46,257.893,1.257,14.436,15.694,0.148,8.433,2.819,2.819,88.02,8.356,310.235
