2299,05/04/2020 18:00,0.00033,0.00418,0.00451,0.176,0.02603,MS,MS,6.797,-3.26,95.569,10.467,112.45,0.00003,0.00088,0.00528,0.00616,0.15,0.02393,7.24,-2.834,100,11.647,119.894,0.731,6.8,7.534,0.179,26.999,MS,9.422,86.727,8.234,99.676
2300,05/04/2020 19:00,0.00015,0.00424,0.00439,0.177,0.02501,MS,MS,7.223,-3.333,98.794,10.17,103.191,-0.00002,0.00063,0.00574,0.00637,0.154,0.023,7.45,-2.916,99.958,10.608,104.157,0.496,6.249,6.752,0.179,27.395,MS,9.492,88.457,8.792,87.431
2301,05/04/2020 20:00,0.00006,0.00355,0.0036,0.184,0.02426,MS,MS,10.122,-3.846,100,11.262,80.864,-0.00002,0.00067,0.00659,0.00726,0.153,0.02101,9.32,-3.331,99.9,8.138,75.495,0.369,5.403,5.778,0.177,27.199,MS,11.572,91.559,7.985,85.287
2302,05/04/2020 21:00,0.00005,0.00433,0.00438,0.187,0.02263,MS,MS,11.842,-4.073,100,9.376,85.957,0.00002,0.00056,0.00516,0.00572,0.154,0.02186,10.703,-3.789,99.9,9.435,80.565,0.393,6.259,6.658,0.178,25.076,MS,14.817,94.103,6.671,78.986
2303,05/04/2020 22:00,0.00003,0.00405,0.00408,0.188,0.02231,MS,MS,10.754,-4.21,100,7.882,63.98,0.00002,0.00074,0.00653,0.00727,0.158,0.02017,13.131,-3.831,99.896,6.463,69.449,0.402,6.691,7.098,0.179,23.822,MS,12.8,95.061,6.316,79.163
2304,05/04/2020 23:00,0.00003,0.00413,0.00416,0.186,0.02195,MS,MS,8.563,-4.298,100,6.742,57.676,-0.00001,0.00086,0.0076,0.00845,0.16,0.01891,11.456,-3.912,99.876,6.814,49.212,0.345,7.154,7.505,0.182,22.969,MS,11.914,95.419,6.08,74.706
2305,06/04/2020 0:00,0.00002,0.00424,0.00426,0.18,0.02212,MS,MS,5.099,-4.43,99.999,5.957,51.387,0.00005,0.00055,0.00652,0.00707,0.164,0.01985,7.364,-4.176,99.86,7.606,37.369,0.445,7.346,7.798,0.182,22.418,MS,7.004,95.478,6.521,68.759
2306,06/04/2020 1:00,0.00002,0.00483,0.00485,0.18,0.0217,MS,MS,2.8,-4.304,100,6.487,46.267,-0.00002,0.00066,0.00728,0.00794,0.163,0.01931,3.975,-3.986,99.863,5.581,45.594,0.37,6.993,7.37,0.18,23.366,MS,3.749,95.395,6.238,57.605
2307,06/04/2020 2:00,0.00004,0.00642,0.00646,0.183,0.02158,MS,MS,2.622,-4.729,100,6.903,13.79,Z,Z,Z,Z,Z,Z,2.372,-4.24,99.863,7.163,39.363,0.47,6.756,7.233,0.173,25.296,MS,5.355,94.864,5.951,20.146
2308,06/04/2020 3:00,0.00001,0.00703,0.00705,0.18,0.0234,MS,MS,5.885,-5.836,100,10.048,358.009,0.00003,0.00067,0.00764,0.00831,0.169,0.02091,5.053,-4.895,99.873,7.861,31.199,Z,Z,Z,0.168,27.564,MS,6.354,94.278,5.342,10.221
2309,06/04/2020 4:00,Z,Z,Z,Z,Z,MS,MS,5.486,-6.016,100,9.325,354.143,-0.00007,0.00137,0.01274,0.01412,0.185,0.01803,7.51,-5.385,99.899,7.434,11.699,0.235,6.179,6.422,Z,Z,MS,6.25,94.055,5.383,349.373
2310,06/04/2020 5:00,0.00009,0.0099,0.00999,0.18,0.02099,MS,MS,6.796,-6.064,100,10.891,347.257,-0.00008,0.00138,0.01431,0.01569,0.184,0.01773,10.696,-5.682,99.899,9.094,0.75,0.285,7.417,7.709,0.175,25.025,MS,11.671,93.503,4.439,339.37
2311,06/04/2020 6:00,0.00024,0.01167,0.01191,0.186,0.01966,MS,MS,6.603,-6.265,100,9.874,350.495,0.00002,0.00252,0.01867,0.0212,0.202,0.01425,10.857,-5.806,99.9,9.931,358.56,0.554,7.933,8.495,0.181,25.926,MS,5.773,93.118,5.839,325.748
2312,06/04/2020 7:00,0.00095,0.0107,0.01164,0.19,0.0214,MS,MS,7.515,-6.527,100,13.368,339.069,0.00017,0.00965,0.02341,0.03306,0.229,0.01197,11.151,-6.127,99.9,9.631,350.234,0.953,7.26,8.221,0.179,28.597,MS,4.954,91.456,7.945,317.111
2313,06/04/2020 8:00,0.00227,0.00898,0.01125,0.188,0.02324,MS,MS,9.054,-6.343,99.64,11.867,337.376,-0.00002,0.00725,0.01691,0.02417,0.256,0.01808,10.369,-5.921,99.982,11.526,343.45,1.821,7.463,9.292,0.198,27.215,MS,9.093,89.497,5.989,294.117
2314,06/04/2020 9:00,0.00598,0.00816,0.01413,0.198,0.02209,MS,MS,19.982,-5.097,98.348,10.61,332.621,0.00002,0.00864,0.01135,0.01999,0.209,0.02177,20.567,-5.201,100,8.973,346.779,3.418,5.822,9.248,0.197,27.234,MS,19.295,85.247,5.679,324.575
2315,06/04/2020 10:00,0.00576,0.00594,0.01171,0.211,0.02376,MS,MS,21.006,-3.51,89.564,4.546,357.059,0.00022,0.01117,0.0099,0.02107,0.218,0.0231,22.47,-3.357,100.073,4.541,339.096,4.151,4.424,8.583,0.192,29.035,MS,23.613,71.276,1.541,222.517
2316,06/04/2020 11:00,0.00792,0.00799,0.01592,0.234,0.0233,MS,MS,20.526,-2.616,85.172,2.455,114.858,0.00025,0.01108,0.01003,0.02112,0.225,0.02313,18.512,-1.836,91.597,2.004,214.577,3.744,4.298,8.05,0.189,30.854,MS,23.651,67.993,3.504,181.682
2317,06/04/2020 12:00,0.00828,0.00885,0.01713,0.241,0.02448,MS,MS,17.69,-1.662,80.648,6.593,167.039,0.00014,0.00739,0.00791,0.0153,0.215,0.02439,14.119,-0.44,84.325,4.643,140.199,6.075,6.056,12.139,0.21,30.086,MS,28.209,67.652,6.135,125.313
2318,06/04/2020 13:00,0.00619,0.00675,0.01294,0.229,0.02682,MS,MS,13.74,-0.382,77.105,9.656,172.169,0.00005,0.00562,0.00571,0.01134,0.197,0.02678,12.036,-0.052,84.165,11.401,158.393,3.639,4.256,7.903,0.198,32.897,MS,22.32,64.084,10.111,151.853
2319,06/04/2020 14:00,0.00682,0.00805,0.01485,0.238,0.02664,MS,MS,13.465,0.645,76.551,11.317,163.182,0.00003,0.004,0.00446,0.00847,0.19,0.02813,9.27,0.643,84.859,16.873,153.279,2.285,3.701,5.994,0.191,35.296,MS,18.747,62.16,13.127,155.852
2320,06/04/2020 15:00,0.0061,0.00741,0.01351,0.242,0.02688,MS,MS,10.728,1.735,75.163,13.445,161.935,0.00004,0.00307,0.00388,0.00695,0.178,0.029,8.78,1.851,83.154,18.374,157.798,2.685,4.307,7.001,0.199,34.675,MS,12.315,61.877,14.533,151.109
2321,06/04/2020 16:00,0.00354,0.00524,0.00877,0.24,0.0298,MS,MS,10.454,3,69.502,15.192,178.574,0.00008,0.00239,0.00361,0.006,0.174,0.0297,7.645,3.392,77.073,18.451,171.058,2.742,4.786,7.538,0.202,34.084,MS,12.97,61.69,15.048,153.45
2322,06/04/2020 17:00,0.00192,0.00468,0.00659,0.234,0.03009,MS,MS,8.427,4.336,64.242,12.822,184.326,0.00004,0.00138,0.00315,0.00452,0.171,0.03071,5.869,4.734,72.802,17.887,172.932,2.627,5.588,8.224,0.201,34.249,MS,13.813,58.98,13.205,162.752
2323,06/04/2020 18:00,0.00118,0.00495,0.00613,0.223,0.0318,MS,MS,7.482,5.465,59.654,11.022,188.997,0.00001,0.00096,0.00328,0.00423,0.169,0.0312,4.603,5.763,70.138,14.616,169.206,1.467,4.864,6.34,0.198,36.905,MS,11.063,52.351,10.7,191.555
2324,06/04/2020 19:00,0.00082,0.00888,0.0097,0.232,0.02768,MS,MS,7.005,4.977,62.548,7.348,196.326,0,0.00095,0.01013,0.01108,0.186,0.02536,4.451,5.506,70.182,4.738,211.077,0.37,4.483,4.863,0.18,45.162,MS,4.755,38.427,6.861,236.227
2325,06/04/2020 20:00,0.00092,0.01916,0.02009,0.281,0.02165,MS,MS,7.121,4.38,60.959,7.098,250.691,0.00016,0.00177,0.01741,0.01918,0.227,0.01645,5.735,4.054,79.35,4.526,229.865,0.035,4.839,4.883,0.17,47.432,MS,2.861,35.631,6.88,270.118
2326,06/04/2020 21:00,0.0025,0.01852,0.02102,0.186,0.03144,MS,MS,3.312,5.333,37.4,16.779,263.57,0.00007,0.00071,0.01249,0.0132,0.222,0.02947,5.012,4.701,56.402,11.523,278.097,0.018,3.959,3.986,0.165,48.536,MS,2.341,36.878,8.852,282.516
2327,06/04/2020 22:00,0.00125,0.01623,0.01748,0.152,0.03428,MS,MS,2.675,4.471,36.704,13.611,267.398,-0.00005,0.00017,0.00539,0.00556,0.169,0.04182,2.564,4.555,42.3,9.206,301.419,0.046,4.445,4.5,0.168,47.266,MS,2.347,39.962,7.734,277.793
2328,06/04/2020 23:00,0.00283,0.02597,0.02879,0.147,0.02609,MS,MS,2.922,3.823,37.595,12.081,267.469,-0.00006,0.00016,0.00659,0.00675,0.175,0.04082,2.459,3.263,45.36,9.581,285.562,0.025,3.016,3.051,0.161,50.909,MS,2.507,35.749,11.1,283.089
2329,07/04/2020 0:00,0.00114,0.01559,0.01673,0.142,0.03748,MS,MS,3.102,4.868,31.044,13.415,273.85,-0.00002,0.0003,0.00463,0.00493,0.157,0.04643,2.763,4.772,36.451,17.316,271.873,0.048,4.473,4.53,0.169,50.409,MS,2.595,32.942,10.051,255.606
2330,07/04/2020 1:00,0.0037,0.03188,0.03558,0.172,0.02058,MS,MS,4.087,2.813,38.656,3.165,278.084,-0.00009,0.00029,0.01355,0.01383,0.17,0.03624,3.71,3.035,41.46,3.324,268.557,0.049,13.483,13.542,0.209,36.716,MS,3.337,45.62,0.557,29.749
2331,07/04/2020 2:00,0.00057,0.02363,0.0242,0.212,0.02314,MS,MS,4.875,0.113,52.931,4.481,192.864,Z,Z,Z,Z,Z,Z,4.391,0.908,51.494,7.24,222.995,0.069,19.67,19.749,0.277,26.294,MS,3.145,56.423,0.53,318.777
2332,07/04/2020 3:00,0.00075,0.03506,0.03581,0.27,0.01101,MS,MS,5.92,-1.208,62.913,0.452,341.155,0.00012,0.00043,0.01777,0.0182,0.183,0.02702,4.569,-0.664,61.125,5.109,229.235,Z,Z,Z,0.302,11.194,MS,3,62.167,2.045,348.104
2333,07/04/2020 4:00,Z,Z,Z,Z,Z,MS,MS,6.982,-2.199,72.629,1.305,11.944,0.00013,0.00447,0.02657,0.03104,0.19,0.02015,5.097,-0.798,60.664,6.411,238.544,1.166,35.043,36.217,Z,Z,MS,2.09,63.49,2.983,300.604
2334,07/04/2020 5:00,0.02828,0.04227,0.07056,0.348,0.00073,MS,MS,7.877,-2.582,78.866,3.219,346.133,0,0.00214,0.02457,0.0267,0.207,0.0203,5.644,-1.349,63.524,5.213,268.168,0.192,19.635,19.839,0.203,26.183,MS,1.403,61.573,5.338,296.858
2335,07/04/2020 6:00,0.00132,0.01084,0.01216,0.223,0.03748,MS,MS,6.28,-0.45,70.643,18.067,6.94,0.00007,0.00364,0.02461,0.02825,0.231,0.02395,8.881,-0.446,68.759,15.049,8.173,0.368,8.79,9.195,0.192,42.64,MS,2.027,67.133,10.452,344.248
2336,07/04/2020 7:00,0.00051,0.00731,0.00781,0.227,0.04158,MS,MS,7.295,-1.294,92.966,19.349,13.526,0.00013,0.00434,0.01738,0.02172,0.206,0.03401,10.252,-0.919,96.969,19.452,4.55,0.319,4.051,4.384,0.191,48.453,MS,2.842,84.506,9.367,339.265
2337,07/04/2020 8:00,0.00113,0.00858,0.0097,0.271,0.04058,MS,MS,6.565,-1.25,94.238,14.221,7.695,C,0.00206,0.01289,0.01495,0.187,0.03687,8.357,-1.122,100,13.061,15.959,0.628,4.916,5.556,0.195,47.691,MS,3.883,83.262,7.577,345.125
2338,07/04/2020 9:00,0.00129,0.00635,0.00765,0.244,0.04301,MS,MS,6.03,-0.729,86.482,13.83,13.967,C,0.00245,0.00822,0.01068,0.173,0.0416,6.82,-0.396,98.925,15.036,18.014,0.63,3.904,4.553,0.188,50.078,MS,3.393,78.202,8.979,34.623
2339,07/04/2020 10:00,0.00089,0.00353,0.00441,0.218,0.04531,MS,MS,4.907,-0.005,75.062,12.919,25.766,C,0.00256,0.00678,0.00934,0.17,0.0425,6.625,0.303,82.043,12.463,24.079,0.471,3.326,3.814,0.185,50.654,MS,4.04,70.68,6.463,44.552
2340,07/04/2020 11:00,0.00053,0.00285,0.00338,0.207,0.0463,MS,MS,4.739,-0.188,75.023,12.971,64.871,C,0.00166,0.00591,0.00757,0.174,0.04343,5.684,0.641,76.793,11.183,51.877,0.595,4.394,5.005,0.189,49.206,MS,4.812,69.913,7.32,66.328
2341,07/04/2020 12:00,0.00053,0.00326,0.00379,0.209,0.0458,MS,MS,5.308,0.222,75.58,9.49,93.809,-0.00062,0.00124,0.00501,0.00625,0.168,0.04423,4.992,1.145,76.641,9.909,86.183,0.989,3.926,4.932,0.191,49.863,MS,5.294,66.856,6.299,95.768
2342,07/04/2020 13:00,0.00061,0.00362,0.00423,0.219,0.04537,MS,MS,5.33,-0.539,84.762,15.725,71.615,-0.00056,0.00141,0.00642,0.00783,0.181,0.04345,5.242,0.431,84.16,11.544,69.643,0.926,5.487,6.431,0.199,48.062,MS,5.787,72.571,10.343,78.51
2343,07/04/2020 14:00,0.00084,0.00552,0.00636,0.232,0.04464,MS,MS,6.083,-0.865,90.804,14.577,48.128,-0.00045,0.00139,0.00664,0.00803,0.185,0.04453,6.021,-0.103,89.504,13.633,50.734,0.741,6.222,6.981,0.205,48.486,MS,6.057,82.387,9.112,60.647
2344,07/04/2020 15:00,0.00106,0.00726,0.00832,0.244,0.04529,MS,MS,7.243,-0.677,88.333,11.237,22.843,-0.00031,0.00143,0.00724,0.00868,0.199,0.04534,9.002,-0.206,91.248,13.345,29.93,0.843,5.291,6.153,0.204,50.605,MS,5.812,80.587,7.049,46.748
2345,07/04/2020 16:00,0.00093,0.00795,0.00888,0.255,0.04475,MS,MS,7.489,-0.57,89.805,10.021,25.334,-0.00033,0.00113,0.00695,0.00809,0.206,0.04592,9.283,0.069,89.34,13.038,30.109,0.492,4.313,4.825,0.204,52.437,MS,5.785,81.383,6.114,30.497
2346,07/04/2020 17:00,0.00082,0.00877,0.0096,0.268,0.04402,MS,MS,8.759,-1.765,99.984,9.478,25.615,-0.00031,0.00065,0.00602,0.00667,0.192,0.04642,9.93,-0.822,99.985,10.783,26.884,0.46,5.063,5.543,0.207,51.473,MS,5.534,89.958,4.518,27.415
2347,07/04/2020 18:00,0.00055,0.00604,0.00659,0.246,0.04518,MS,MS,6.842,-2.47,99.999,7.508,323.19,-0.00022,0.00069,0.00842,0.0091,0.186,0.04429,10.011,-1.921,99.9,9.234,359.21,0.408,4.662,5.091,0.194,50.898,MS,3.603,93.233,6.684,322.633
2348,07/04/2020 19:00,0.00032,0.00817,0.0085,0.243,0.04287,MS,MS,6.311,-2.34,99.983,7.889,301.414,-0.00015,0.00042,0.00701,0.00742,0.189,0.04495,8.9,-1.701,99.945,8.237,300.358,0.19,6.027,6.239,0.202,48.556,MS,4.221,87.454,7.449,267.24
2349,07/04/2020 20:00,0.00014,0.00785,0.00799,0.218,0.04261,MS,MS,4.122,-1.418,84.236,6.557,324.532,-0.0001,0.00012,0.0082,0.00832,0.183,0.04292,7.518,-1.414,100.031,5.599,261.413,0.14,5.126,5.289,0.193,49.157,MS,2.256,67.11,6.797,311.84
2350,07/04/2020 21:00,0.00016,0.01088,0.01103,0.203,0.03931,MS,MS,3.38,-0.496,64.473,6.234,301.943,-0.00013,0.00007,0.00704,0.00711,0.178,0.04299,5.543,-0.978,94.056,4.992,238.534,0.093,7.778,7.894,0.195,45.125,MS,2.197,62.652,4.367,283.696
2351,07/04/2020 22:00,0.0004,0.01595,0.01635,0.216,0.03433,MS,MS,3.627,-0.411,60.606,8.53,292.244,-0.00001,0.00017,0.00904,0.00921,0.177,0.04036,5.548,-1.129,91.952,9.384,238.705,0.126,5.033,5.183,0.174,47.909,MS,1.404,47.327,8.768,309.747
2352,07/04/2020 23:00,0.00003,0.00266,0.00269,0.164,0.04543,MS,MS,1.988,0.118,41.337,13.639,330.767,-0.00004,0.00014,0.00709,0.00723,0.169,0.04183,4.126,-0.41,67.381,7.073,322.57,0.223,3.205,3.453,0.156,49.642,MS,0.755,37.575,11.87,321.22
2353,08/04/2020 0:00,0.00007,0.00533,0.00539,0.158,0.0418,MS,MS,1.978,-0.399,41.837,9.933,320.085,0.00018,0.00016,0.00717,0.00733,0.162,0.04154,2.511,0.271,41.211,8.086,336.57,0.214,5.709,5.949,0.156,45.8,MS,0.752,38.726,6.573,321.799
2354,08/04/2020 1:00,0.00007,0.00478,0.00484,0.151,0.04216,MS,MS,1.442,-0.73,40.259,10.935,322.401,0.00022,0.00027,0.01105,0.01131,0.165,0.03724,3.126,-0.181,42.353,8.551,332.45,0.051,5.461,5.538,0.164,45.663,MS,0.821,39.113,5.49,305.474
2355,08/04/2020 2:00,0.00007,0.00563,0.0057,0.155,0.04111,MS,MS,1.075,-1.146,41.367,8.181,320.853,Z,Z,Z,Z,Z,Z,4.061,-0.578,47.026,7.49,325.465,0.033,6.647,6.706,0.162,44.049,MS,0.704,40.346,4.083,296.503
2356,08/04/2020 3:00,0.00006,0.00697,0.00702,0.163,0.03961,MS,MS,1.157,-1.233,42.895,7.528,322.131,0.00008,0.00016,0.01028,0.01044,0.175,0.03743,3.488,-0.739,45.87,5.181,312.398,Z,Z,Z,0.168,42.431,MS,0.73,41.754,4.777,284.427
2357,08/04/2020 4:00,Z,Z,Z,Z,Z,MS,MS,1.233,-1.227,41.342,8.55,307.626,0.00014,0.00034,0.01298,0.01331,0.185,0.03359,4.122,-1.265,53.436,6.451,260.237,0.058,11.016,11.1,Z,Z,MS,0.921,47.697,5.008,277.302
2358,08/04/2020 5:00,0.00013,0.00864,0.00877,0.173,0.03806,MS,MS,1.423,-1.53,43.305,8.423,315.11,0.00008,0.00268,0.02091,0.02358,0.189,0.02658,4.287,-1.586,56.751,7.186,265.308,0.065,8.086,8.176,0.164,40.74,MS,0.762,48.182,5.015,281.305
2359,08/04/2020 6:00,0.0002,0.01039,0.01059,0.189,0.03624,MS,MS,1.493,-1.973,44.071,7.299,312.655,0.00003,0.00097,0.01989,0.02085,0.206,0.02819,4.4,-1.626,49.487,4.886,282.927,0.165,12.832,13.022,0.187,35.977,MS,0.974,49.161,5.537,273.835
2360,08/04/2020 7:00,0.00114,0.01311,0.01425,0.208,0.03394,MS,MS,1.676,-1.546,44.338,10.958,310.414,0.00013,0.0019,0.02028,0.02218,0.216,0.02706,4.108,-1.968,52.711,7.555,275.933,1.64,16.42,18.085,0.203,31.953,MS,1.17,52.687,6.453,274.927
2361,08/04/2020 8:00,0.00612,0.01439,0.02051,0.22,0.03272,MS,MS,1.85,-0.505,45.251,10.018,296.395,0.00016,0.00383,0.01279,0.01662,0.2,0.03095,4.597,-1.985,69.583,9.602,280.306,C,C,C,0.206,37.775,MS,1.487,56.888,7.366,285.887
2362,08/04/2020 9:00,0.00469,0.00856,0.01325,0.206,0.0388,MS,MS,2.154,0.502,38.539,13.104,297.246,0.00048,0.00306,0.00656,0.00962,0.176,0.03825,4.424,-0.072,54.111,10.299,282.036,C,C,C,0.186,39.011,MS,2.113,50.099,9.639,282.884
2363,08/04/2020 10:00,0.00147,0.00268,0.00416,0.175,0.04309,MS,MS,2.191,0.892,35.378,12.833,324.707,0.00035,0.0018,0.00409,0.00588,0.157,0.04296,3.202,1.146,37.647,10.214,311.684,C,C,C,0.17,45.979,MS,1.676,35.768,8.647,292.05
2364,08/04/2020 11:00,0.00105,0.00196,0.00301,0.176,0.04338,MS,MS,2.166,0.854,36.674,12.905,10.614,0.00028,0.0018,0.00376,0.00557,0.153,0.04286,2.932,1.708,36.91,8.459,345.125,C,C,C,0.154,47.553,MS,0.97,30.378,8.498,325.783
2365,08/04/2020 12:00,0.00074,0.00173,0.00248,0.186,0.04385,MS,MS,2.334,1.927,35.509,6.5,19.767,0.00022,0.00159,0.00338,0.00497,0.154,0.04369,2.654,2.396,35.368,5.574,335.35,C,C,C,0.154,C,MS,1.267,30.679,3.546,357.146
2366,08/04/2020 13:00,0.00132,0.00286,0.00419,0.2,0.04448,MS,MS,2.747,2.374,33.251,1.628,139.572,0.0002,0.00157,0.00351,0.00508,0.157,0.04426,2.566,3.652,34.45,4.19,131.033,0.781,1.899,2.7,0.159,C,MS,1.882,30.403,2.169,170.342
2367,08/04/2020 14:00,0.0013,0.00272,0.00402,0.191,0.04645,MS,MS,3.003,3.31,32.15,6.61,175.48,0.00015,0.00085,0.00208,0.00292,0.152,0.04702,2.514,3.801,36.227,8.088,147.502,1.003,2.152,3.172,0.169,C,MS,2.341,30.111,7.272,146.235
2368,08/04/2020 15:00,0.00128,0.00333,0.00462,0.184,0.04737,MS,MS,4.188,3.569,34.582,8.029,143.763,0.00013,0.00083,0.00243,0.00325,0.15,0.0478,2.82,4.123,38.02,9.347,125.787,0.693,1.926,2.636,0.163,50.5,MS,3,32.384,7.224,169.181
2369,08/04/2020 16:00,0.00217,0.00561,0.00777,0.2,0.04708,MS,MS,4.682,4.004,36.004,6.07,147.084,0.00012,0.00097,0.00314,0.00411,0.15,0.04838,2.927,4.366,38.599,10.007,114.168,0.473,1.872,2.358,0.165,51.173,MS,4.306,35.254,5.577,146.754
2370,08/04/2020 17:00,0.00095,0.00366,0.0046,0.196,0.04825,MS,MS,4.573,3.993,37.109,6.42,139.073,0.00007,0.00077,0.00304,0.0038,0.146,0.04851,2.683,4.162,39.079,10.464,120.833,0.367,1.854,2.237,0.169,50.983,MS,3.683,35.96,6.553,141.89
2371,08/04/2020 18:00,0.0008,0.00449,0.0053,0.191,0.04702,MS,MS,4.459,3.408,38.73,9.314,115.1,0.00007,0.00062,0.00351,0.00413,0.145,0.04783,3.194,3.911,39.826,9.904,114.704,0.672,3.81,4.491,0.178,49.023,MS,4.069,36.48,8.443,126.382
2372,08/04/2020 19:00,0.00027,0.00377,0.00404,0.193,0.04623,MS,MS,3.564,1.813,46.423,14.21,85.729,0.00001,0.00046,0.00547,0.00593,0.149,0.04437,4.209,2.339,47.689,11.525,77.285,0.449,5.236,5.701,0.182,46.049,MS,3.265,42.374,10.787,84.563
2373,08/04/2020 20:00,0.00005,0.00455,0.0046,0.201,0.04588,MS,MS,3.786,0.378,50.917,8.94,77.752,0.00007,0.00038,0.00871,0.00909,0.157,0.04156,6.56,0.465,57.474,8.331,70.215,0.116,5.969,6.093,0.181,45.69,MS,1.778,48.169,6.747,79.725
2374,08/04/2020 21:00,0.00053,0.00981,0.01034,0.245,0.03932,MS,MS,4.698,-0.836,57.037,1.959,160.815,-0.00001,0.00013,0.01088,0.01101,0.169,0.03589,10.082,-0.843,65.163,2.732,119.205,0.09,9.874,9.969,0.191,42.181,MS,1.665,50.817,4.029,96.955
2375,08/04/2020 22:00,0.00018,0.01861,0.01879,0.264,0.02799,MS,MS,5.506,-1.382,62.835,1.823,127.694,-0.00003,0.00008,0.0085,0.00858,0.185,0.03524,8.422,-1.833,71.736,3.134,166.724,0.046,14.44,14.496,0.224,37.455,MS,2.016,51.239,5.194,136.883
2376,08/04/2020 23:00,0.00072,0.0252,0.02591,0.29,0.02199,MS,MS,5.771,-2.034,66.021,3.72,173.515,0.00003,0.0001,0.01467,0.01477,0.217,0.0304,8.99,-2.124,73.546,5.119,189.453,0.221,18.994,19.22,0.241,31.682,MS,2.467,54.771,6.411,140.573
2377,09/04/2020 0:00,0.0002,0.01639,0.01659,0.244,0.02857,MS,MS,4.444,-2.405,68.798,4.481,180.025,0.00004,0.0001,0.01392,0.01401,0.196,0.03103,7.395,-2.298,71.502,6.187,180.164,0.069,14.321,14.399,0.217,35.699,MS,1.769,56.808,6.824,144.768
2378,09/04/2020 1:00,0.00015,0.01968,0.01983,0.232,0.02398,MS,MS,5.947,-2.694,71.326,5.768,178.404,-0.0001,0.00007,0.00808,0.00815,0.175,0.03365,6.267,-2.566,73.369,8.057,175.245,0.019,8.914,8.941,0.192,39.238,MS,1.302,57.147,8.612,147.098
2379,09/04/2020 2:00,0.00007,0.00891,0.00898,0.197,0.031,MS,MS,6.215,-2.771,71.499,5.397,180.49,Z,Z,Z,Z,Z,Z,6.129,-2.572,76.458,9.441,159.781,0.012,5.261,5.28,0.169,41.15,MS,1.042,56.204,9.635,149.452
2380,09/04/2020 3:00,0.00026,0.01847,0.01873,0.201,0.02244,MS,MS,9.488,-2.65,69.985,3.839,166.541,0.00008,0.00006,0.0034,0.00346,0.153,0.03502,4.886,-2.556,76.804,9.933,154.321,Z,Z,Z,0.171,39.722,MS,1.004,56.857,7.603,141.266
2381,09/04/2020 4:00,Z,Z,Z,Z,Z,MS,MS,7.222,-1.885,62.152,6.646,170.42,0.00006,0.00008,0.00283,0.0029,0.15,0.03881,4.119,-1.693,66.48,13.197,162.886,0.053,5.98,6.039,Z,Z,MS,1.092,56.908,9.016,138.932
2382,09/04/2020 5:00,0.0001,0.00469,0.00479,0.16,0.03647,MS,MS,3.987,-1.918,61.16,7.981,176.506,-0.0001,0.00008,0.0057,0.00577,0.16,0.03482,3.883,-1.705,65.674,9.698,182.541,0.057,7.496,7.559,0.189,35.746,MS,1.196,59.12,4.939,141.57
2383,09/04/2020 6:00,0.00286,0.01321,0.01607,0.194,0.02675,MS,MS,4.443,-2.361,66.906,4.897,177.026,0.00004,0.00017,0.00955,0.0097,0.184,0.03056,3.878,-1.817,67.036,8.038,178.194,0.181,13.238,13.425,0.218,29.06,MS,1.416,62.271,3.374,156.301
2384,09/04/2020 7:00,0.00746,0.02453,0.03198,0.249,0.01683,MS,MS,5.583,-2.335,69.126,3.999,180.88,-0.0001,0.00187,0.01788,0.01975,0.216,0.0223,4.878,-1.916,70.162,4.627,188.64,1.767,17.019,18.792,0.265,24.666,MS,1.793,64.263,2.764,170.928
2385,09/04/2020 8:00,0.00605,0.01949,0.02554,0.257,0.0201,MS,MS,5.903,-1.352,65.842,4.593,187.304,0.00002,0.00228,0.01034,0.01264,0.2,0.02851,4.403,-0.914,66.73,7.932,178.413,5.703,18.154,23.864,0.301,24.365,MS,2.349,61.863,2.853,156.086
2386,09/04/2020 9:00,0.00522,0.01188,0.0171,0.207,0.02741,MS,MS,6.019,-0.294,61.427,5.835,179.709,0.00021,0.00182,0.00512,0.00693,0.171,0.03354,5.147,0.299,62.403,9.28,179.112,5.308,11.739,17.053,C,31.232,MS,3.24,54.695,3.001,183.762
2387,09/04/2020 10:00,0.0063,0.01059,0.01689,0.227,0.02881,MS,MS,6.81,1.291,56.28,4.656,179.338,0.00015,0.00221,0.00493,0.00715,0.172,0.03433,6.046,2.113,56.419,7.296,177.316,7.374,12.084,19.466,C,31.909,MS,5.532,47.455,3.091,183.53
2388,09/04/2020 11:00,0.00458,0.00725,0.01184,0.204,0.03419,MS,MS,7.188,4.189,47.261,6.577,188.24,0.00017,0.00266,0.00455,0.0072,0.175,0.03576,5.276,5.134,49.049,8.103,165.102,6.756,9.999,16.762,C,34.912,MS,9.229,38.917,4.154,150.294
2389,09/04/2020 12:00,0.00237,0.00583,0.0082,0.196,0.03764,MS,MS,7.293,6.396,41.178,8.444,183.682,0.00005,0.00196,0.00441,0.00637,0.174,0.03557,4.574,6.89,47.693,9.586,148.049,4.651,10.343,15.001,C,36.149,MS,13.629,36.023,7.248,151.088
2390,09/04/2020 13:00,0.00367,0.00678,0.01045,0.237,0.03626,MS,MS,8.799,8.578,39.416,7.897,182.193,0.00005,0.00202,0.00396,0.00598,0.173,0.03553,4.412,8.717,46.938,10.76,142.888,3.116,5.93,9.054,0.053,42.229,MS,13.31,32.108,8.558,162.257
