7139,25/10/2018 10:00,0.09151,0.03968,0.13117,0.678,0.00474,MS,MS,18.059,6.328,62.256,2.172,168.713,0.00047,0.03129,0.02752,0.05881,0.419,0.00933,7.494,5.266,55.425,4.404,247.017,4.197,10.592,14.777,0.173,25.681,2.909,2.909,45.277,6.809,313.066
7140,25/10/2018 11:00,0.03851,0.0289,0.06741,0.406,0.0123,MS,MS,11.754,10.708,44.565,3.95,168.679,0.00059,0.01675,0.01935,0.03611,0.302,0.01606,4.903,10.403,41.623,3.549,202.969,2.59,6.393,8.967,0.144,31.588,3.705,3.705,37.566,10.87,302.366
7141,25/10/2018 12:00,0.00241,0.00562,0.00803,0.149,0.03455,MS,MS,3.552,14.789,29.854,16.746,276.573,0.00053,0.00692,0.01172,0.01865,0.204,0.02644,2.629,14.142,33.675,7.085,240.631,0.513,1.762,2.262,0.117,41.114,2.721,2.721,28.902,19.643,285.83
7142,25/10/2018 13:00,0.00156,0.00397,0.00553,0.12,0.03727,MS,MS,3.582,15.435,25.878,20.828,282.604,0.00037,0.00208,0.00459,0.00667,0.117,0.03782,1.581,15.49,26.295,16.184,280.628,0.556,2.012,2.554,0.113,41.094,2.464,2.464,27.185,18.295,280.743
7143,25/10/2018 14:00,0.00151,0.00511,0.00662,0.122,0.03532,MS,MS,C,14.071,28.524,20.832,279.23,0.00169,0.00321,0.00703,0.01025,0.132,0.03514,3.317,14.528,27.739,14.415,285.39,0.772,3.379,4.147,0.119,38.827,2.64,2.64,29.806,16.178,286.117
7144,25/10/2018 15:00,0.00271,0.00703,0.00974,0.133,0.03417,MS,MS,C,15.255,26.697,16.392,278.901,0.00127,0.00344,0.00678,0.01023,0.136,0.03535,1.468,15.269,27.101,14.781,282.903,0.552,2.913,3.448,0.111,40.089,2.424,2.424,27.192,15.061,290.592
7145,25/10/2018 16:00,0.00161,0.00867,0.01027,0.144,0.0326,MS,MS,3.971,14.307,27.995,12.69,278.705,0.00155,0.00245,0.00978,0.01224,0.172,0.03234,2.332,14.665,27.801,8.201,269.929,0.464,4.297,4.745,0.123,38.184,2.291,2.291,28.898,13.355,281.19
7146,25/10/2018 17:00,0.00089,0.00983,0.01072,0.141,0.03136,MS,MS,3.631,13.83,28.71,16.083,276.307,0.00002,0.00088,0.00749,0.00837,0.154,0.03507,1.245,14.285,27.117,12.123,257.319,0.196,4.385,4.568,0.117,38.171,1.948,1.948,29.599,13.813,286.88
7147,25/10/2018 18:00,0.00017,0.00804,0.00821,0.144,0.03266,MS,MS,3.086,13.258,29.529,13.262,290.586,0.00004,0.00091,0.01101,0.01193,0.161,0.03058,1.824,13.243,30.319,8.774,264.573,0.094,5.837,5.914,0.129,35.536,2.357,2.357,31.994,9.475,288.054
7148,25/10/2018 19:00,0.00098,0.01569,0.01665,0.171,0.0257,MS,MS,3.503,12.316,31.646,7.212,274.796,0.00007,0.0015,0.01616,0.01766,0.177,0.02544,2.285,12.218,32.492,7.274,265.774,0.077,5.313,5.373,0.13,36.038,2.38,2.38,33.213,7.183,284.052
7149,25/10/2018 20:00,0.00159,0.02879,0.03039,0.223,0.01053,MS,MS,6.196,10.017,40.383,0.826,190.958,-0.00001,0.00209,0.02373,0.02583,0.251,0.01597,3.637,10.53,37.096,2.614,255.213,0.254,9.658,9.901,0.162,30.177,2.958,2.958,37.943,5.526,260.954
7150,25/10/2018 21:00,0.01351,0.03736,0.05087,0.461,0.00167,MS,MS,7.297,7.762,48.06,0.594,89.863,0.00012,0.00456,0.03311,0.03768,0.388,0.00642,5.784,8.782,42.645,0.458,200.242,0.212,13.399,13.595,0.188,25.476,3.287,3.287,42.995,4.657,286.958
7151,25/10/2018 22:00,0.01945,0.03605,0.05552,0.399,0.00259,MS,MS,8.696,5.817,57.457,1.413,218.718,0.0001,0.00154,0.02743,0.02897,0.303,0.01221,6.471,8.762,42.891,5.625,241.975,0.054,6.841,6.879,0.133,31.684,1.717,1.717,44.43,5.281,307.598
7152,25/10/2018 23:00,0.01352,0.03508,0.04859,0.355,0.00347,MS,MS,5.992,7.235,53.902,2.401,266.846,0.00025,0.00123,0.02173,0.02296,0.238,0.01602,4.941,8.027,47.046,7.276,242.357,0.413,16.195,16.59,0.141,22.652,1.098,1.098,46.522,5.536,287.751
7153,26/10/2018 0:00,0.01035,0.02778,0.03815,0.22,0.01245,MS,MS,3.434,8.05,49.483,6.055,277.275,0.0003,0.00177,0.01642,0.01819,0.185,0.02138,3.778,7.46,50.271,10.326,257.534,0.11,7.012,7.105,0.119,29.971,1.111,1.111,49.845,8.717,284.19
7154,26/10/2018 1:00,0.00081,0.01497,0.01577,0.146,0.0215,MS,MS,1.909,7.715,51.286,3.912,306.461,0.00009,0.00052,0.01038,0.01091,0.141,0.02634,2.591,7.294,51.615,6.481,290.36,0.216,6.475,6.674,0.112,28.162,0.881,0.881,57.04,10.398,292.796
7155,26/10/2018 2:00,0.00021,0.00738,0.00759,0.127,0.02767,MS,MS,1.172,8.101,53.296,14.304,309.665,Z,Z,Z,Z,Z,Z,1.794,6.639,57.229,9.051,283.106,0.174,8.371,8.529,0.118,25.38,0.634,0.634,62.247,6.968,290.423
7156,26/10/2018 3:00,0.00007,0.01099,0.01106,0.147,0.02273,MS,MS,1.39,7.168,57.362,7.114,350.342,0.00031,0.00151,0.01802,0.01954,0.164,0.0179,2.676,6.868,60.237,5.205,327.975,0.176,10.721,10.879,0.129,23.164,0.742,0.742,62.406,5.313,296.007
7157,26/10/2018 4:00,0.00059,0.02102,0.02161,0.187,0.01113,MS,MS,2.286,4.912,67.455,5.492,338.188,0.0001,0.00204,0.02699,0.02908,0.185,0.00646,6.334,4.526,72.474,1.696,139.29,0.188,11.677,11.848,0.128,24.182,0.595,0.595,63.25,4.618,318.114
7158,26/10/2018 5:00,0.0052,0.02656,0.03175,0.243,0.00493,MS,MS,1.72,3.163,69.612,4.026,321.291,0.00035,0.04133,0.03399,0.07541,0.278,0.00126,10.573,3.03,81.693,0.959,3.791,0.593,17.452,18.028,0.142,12.871,0.865,0.865,69.593,3.3,279.595
7159,26/10/2018 6:00,0.02856,0.03018,0.05877,0.374,0.00088,MS,MS,2.725,1.39,80.488,0.839,324.949,0.0005,0.05097,0.03747,0.08844,0.359,0.00077,6.871,3.113,78.332,3.537,248.547,4.487,26.138,30.61,0.188,4.737,1.998,1.998,76.947,0.535,168.73
7160,26/10/2018 7:00,0.06945,0.03455,0.10397,0.493,0.00093,MS,MS,5.426,1.161,82.774,0.978,114.68,0.00037,0.02381,0.03246,0.05628,0.383,0.00116,4.523,2.457,82.019,3.882,229.5,25.581,31.586,57.153,0.415,0.584,4.267,4.267,81.408,1.361,325.481
7161,26/10/2018 8:00,0.09371,0.03543,0.12914,0.634,0.00122,MS,MS,6.385,1.134,88.34,1.263,118.772,0.00055,0.03934,0.03289,0.07224,0.512,0.00117,5.626,2.067,82.071,2.975,254.932,35.154,31.196,66.338,0.386,1.096,1.538,1.538,80.241,2.488,284.504
7162,26/10/2018 9:00,0.11745,0.03883,0.15626,0.798,0.00142,MS,MS,10.031,2.432,83.204,1.609,153.055,0.0008,0.07039,0.0352,0.10559,0.61,0.00179,11.233,2.727,80.358,1.231,196.579,31.233,28.309,59.53,0.483,2.675,2.379,2.379,76.446,1.29,264.345
7163,26/10/2018 10:00,0.07992,0.03498,0.1149,0.61,0.0026,MS,MS,11.284,3.829,76.47,3.807,159.137,0.00046,0.03684,0.0259,0.06277,0.451,0.00778,7.58,4.716,77.446,6.557,139.858,38.29,29.683,67.963,0.575,4.151,3.494,3.494,70.27,1.11,153.74
7164,26/10/2018 11:00,0.0174,0.02767,0.04508,0.279,0.00903,MS,MS,9.583,6.541,64.261,6.256,154.684,0.00022,M,M,M,C,0.02078,3.299,6.862,65.306,14.361,153.96,14.235,27.817,42.043,0.577,9.927,2.433,2.433,60.195,5.564,150.779
7165,26/10/2018 12:00,0.00718,0.02047,0.02766,0.216,0.01356,MS,MS,6.247,7.914,58.731,7.74,157.983,0.00013,0.00166,0.00814,0.00981,C,0.02409,2.993,8.204,60.282,14.484,156.961,6.901,19.737,26.629,0.421,14.636,2.421,2.421,56.857,6.33,146.87
7166,26/10/2018 13:00,0.00685,0.01027,0.01713,0.25,0.02345,MS,MS,5.362,10.773,48.529,7.527,153.454,0.00034,0.00179,0.00415,0.00594,C,0.02912,1.919,12.083,45.455,13.838,168.21,7.739,11.282,19.014,0.226,23.066,3.468,3.468,48.581,7.716,137.164
7167,26/10/2018 14:00,0.00292,0.00633,0.00925,0.198,0.02861,MS,MS,3.712,13.979,39.293,6.434,167.96,-0.00002,0.00097,0.00294,0.00392,C,0.03455,0.675,15.479,37.092,13.921,177.442,4.74,9.027,13.761,0.202,27.371,3.272,3.272,40.738,5.084,140.587
7168,26/10/2018 15:00,0.00192,0.00429,0.00619,0.154,0.03426,MS,MS,2.192,16.324,32.436,7.14,173.23,-0.00003,0.00081,0.00294,0.00376,0.036,0.03609,0.747,17.137,31.317,10.905,176.192,1.894,5.384,7.273,0.166,34.151,1.806,1.806,34.673,6.245,202.492
7169,26/10/2018 16:00,0.00155,0.00592,0.00746,0.133,0.03309,MS,MS,2.008,17.002,30.07,4.805,273.168,0.00014,0.00207,0.00702,0.00909,0.065,0.03346,1.092,17.52,29.848,6.852,312.453,1.182,3.592,4.77,0.139,36.959,1.298,1.298,31.04,5.177,264.277
7170,26/10/2018 17:00,0.00192,0.00994,0.01187,0.147,0.02779,MS,MS,2.855,15.726,32.076,9.564,272.753,0.00106,0.00213,0.01047,0.0126,0.104,0.0294,1.713,16.281,32.434,7.28,280.103,0.266,2.461,2.725,0.129,35.97,1.077,1.077,33.587,13.238,297.086
7171,26/10/2018 18:00,0.00047,0.01058,0.01103,0.164,0.02439,MS,MS,2.478,13.611,37.789,9.948,287.847,-0.00009,0.00034,0.01015,0.01049,0.123,0.02558,1.259,13.708,40.138,9.584,227.793,0.107,3.666,3.771,0.134,32.714,1.23,1.23,38.518,7.781,296.039
7172,26/10/2018 19:00,0.00698,0.03123,0.03822,0.252,0.00591,MS,MS,8.14,11.792,43.882,2.681,299.725,0.00012,0.00065,0.0151,0.01575,0.161,0.01911,2.646,12.212,44.821,4.538,229.894,0.171,6.802,6.972,0.152,27.898,1.677,1.677,42.902,8.012,272.86
7173,26/10/2018 20:00,0.00384,0.02194,0.02576,0.326,0.01204,MS,MS,4.885,11.054,46.406,2.167,305.668,0.00009,0.00045,0.00568,0.00614,0.095,0.03203,2.718,11.972,44.3,12.033,261.519,0.1,7.033,7.133,0.149,27.376,1.432,1.432,45.477,6.766,303.038
7174,26/10/2018 21:00,0.00325,0.02833,0.03158,0.437,0.00406,MS,MS,5.085,8.919,55.798,2.565,306.734,0.00032,0.00095,0.00451,0.00546,0.101,0.03423,2.081,11.577,43.082,8.518,278.958,0.103,6.677,6.781,0.158,27.11,1.218,1.218,49.171,4.325,285.512
7175,26/10/2018 22:00,0.00026,0.01249,0.01275,0.208,0.02121,MS,MS,2.09,9.913,46.597,8.322,289.402,0.0001,0.00046,0.00774,0.00821,0.127,0.02813,2.875,10.386,46.996,5.286,275.769,0.675,11.384,12.062,0.197,21.254,1.814,1.814,52.179,2.947,250.676
7176,26/10/2018 23:00,0.00007,0.0046,0.00466,0.139,0.02923,MS,MS,2.721,8.905,47.27,24.533,338.343,0.00013,0.00031,0.00635,0.00666,0.117,0.03007,11.234,9.94,43.292,16.573,338.854,0.216,4.735,4.951,0.14,30.793,1.207,1.207,50.05,17.234,342.104
7177,27/10/2018 0:00,0.00003,0.00245,0.00248,0.122,0.03316,MS,MS,3.272,6.477,68.274,32.539,351.561,-0.00017,0.00012,0.0032,0.00333,0.108,0.03447,11.772,7.122,66.28,26.549,344.572,0.127,1.459,1.59,0.122,36.89,0.108,0.108,69.923,22.15,344.579
7178,27/10/2018 1:00,0.00006,0.0039,0.00395,0.14,0.03295,MS,MS,0.956,4.728,80.547,11.618,328.01,-0.00016,0.00011,0.00396,0.00407,0.122,0.03604,2.73,5.295,81.979,10.682,323.922,0.065,2.527,2.597,0.127,36.04,-0.017,-0.017,73.786,7.499,295.218
7179,27/10/2018 2:00,0.00015,0.00916,0.00931,0.156,0.02413,MS,MS,0.936,4.543,81.912,3.397,298.236,Z,Z,Z,Z,Z,Z,1.667,4.821,86.1,3.28,250.83,0.108,3.793,3.908,0.126,29.191,-0.097,-0.097,79.067,7.153,307.423
7180,27/10/2018 3:00,0.00012,0.01131,0.01143,0.166,0.01941,MS,MS,0.802,4.12,84.347,0.798,309.166,0,0.00027,0.00822,0.0085,0.156,0.0253,1.811,4.775,86.347,4.765,268.971,0.108,3.666,3.781,0.127,26.718,-0.109,-0.109,81.34,5.946,308.149
7181,27/10/2018 4:00,0.00148,0.02196,0.02344,0.18,0.00905,MS,MS,1.128,3.438,86.894,2.147,234.249,0.00011,0.00044,0.0114,0.01185,0.18,0.02002,2.185,3.908,89.426,5.673,265.968,0.764,14.755,15.505,0.138,19.832,0.045,0.045,82.747,6.248,292.323
7182,27/10/2018 5:00,0.00164,0.02287,0.0245,0.183,0.00508,MS,MS,1.465,2.237,92.891,2.115,190.431,-0.00007,0.00049,0.01104,0.01154,0.155,0.01822,2.109,3.111,90.527,8.817,257.03,0.994,13.516,14.515,0.132,15.895,0.063,0.063,85.524,6.45,297.672
7183,27/10/2018 6:00,0.00479,0.02494,0.02971,0.226,0.0014,MS,MS,1.8,1.225,97.28,1.698,174.037,-0.0001,0.00069,0.01148,0.01217,0.165,0.01664,2.345,2.431,91.45,7.624,259.512,1.23,17.834,19.069,0.145,10.049,0.149,0.149,87.97,3.244,286.658
7184,27/10/2018 7:00,0.00917,0.0253,0.03446,0.241,0.00052,MS,MS,2.017,0.267,99.311,2.093,172.89,0.00008,0.01138,0.02311,0.03449,0.21,0.00606,3.132,1.582,94.448,5.417,217.037,13.322,25.617,38.941,0.229,1.038,0.424,0.424,91.021,3.306,256.494
7185,27/10/2018 8:00,0.02227,0.02662,0.04891,0.295,0.00111,MS,MS,3.349,-0.169,99.1,0.81,266.146,0.00031,0.007,0.02305,0.03005,0.218,0.00785,3.954,1.935,83.368,6.434,240.086,26.97,24.818,51.788,0.272,1.231,0.681,0.681,91.959,4.451,301.532
7186,27/10/2018 9:00,0.01952,0.02576,0.04527,0.27,0.01172,MS,MS,3.821,4.231,59.438,10.527,264.706,0.00052,0.01545,0.0245,0.03996,0.314,0.00944,7.199,3.025,67.473,8.154,263.296,7.662,18.255,25.942,0.199,16.375,0.933,0.933,56.304,7.781,281.323
7187,27/10/2018 10:00,0.00331,0.00892,0.01224,0.125,0.03056,MS,MS,2.462,9.616,29.134,18.647,276.883,0.00033,0.00401,0.00913,0.01314,0.178,0.02948,3.301,8.521,35.491,13.559,270.681,2.761,7.882,10.647,0.147,29.449,0.679,0.679,38.237,9.216,285.549
7188,27/10/2018 11:00,0.00132,0.00367,0.00498,0.094,0.03577,MS,MS,2.492,11.229,23.578,20.636,286.495,0.0003,0.00213,0.00468,0.00681,0.129,0.03518,1.949,10.891,26.878,14.159,277.631,0.953,2.873,3.828,0.115,38.366,0.933,0.933,26.117,16.554,290.436
7189,27/10/2018 12:00,0.00147,0.00353,0.00501,0.086,0.03667,MS,MS,3.171,12.081,20.521,22.018,281.947,0.0003,0.0018,0.00294,0.00475,0.115,0.03936,2.472,12.202,19.78,21.435,281.987,0.49,1.52,2.011,0.104,41.372,1.071,1.071,20.887,18.821,292.859
7190,27/10/2018 13:00,0.00087,0.00234,0.00321,0.085,0.0381,MS,MS,3.453,12.715,17.991,22.741,292.69,0.00039,0.00176,0.00262,0.00439,0.109,0.03973,2.32,12.471,19.013,23.476,281.803,0.331,1.079,1.411,0.1,42.266,1.101,1.101,18.462,20.495,293.16
7191,27/10/2018 14:00,0.00134,0.00318,0.00452,0.083,0.03699,MS,MS,3.743,12.502,18.679,24.64,273.532,0.00026,0.0017,0.00235,0.00405,0.103,0.03997,1.676,12.468,18.33,25.481,274.566,0.485,1.434,1.919,0.102,41.532,1.205,1.205,18.926,18.63,285.692
7192,27/10/2018 15:00,0.00093,0.00274,0.00367,0.087,0.03742,MS,MS,2.104,12.123,19.072,21.815,276.187,0.00049,0.00186,0.00261,0.00447,0.103,0.03991,1.247,12.339,18.12,21.839,274.483,0.458,1.554,2.01,0.106,41.527,1.307,1.307,19.616,18.237,273.257
7193,27/10/2018 16:00,0.00072,0.00278,0.0035,0.09,0.03761,MS,MS,2.022,11.688,18.923,20.659,274.361,0.00052,0.00134,0.00272,0.00407,0.101,0.03981,1.151,12.273,17.518,15.105,283.136,0.769,1.885,2.652,0.109,41.637,1.613,1.613,19.782,17.842,273.237
7194,27/10/2018 17:00,0.00026,0.00298,0.00324,0.102,0.03731,MS,MS,2.31,10.821,20.581,17.18,278.09,-0.00001,0.00102,0.00366,0.00468,0.117,0.03927,1.343,11.508,19.386,14.336,285.292,0.287,3.251,3.535,0.119,39.801,1.707,1.707,21.922,14.582,281.301
7195,27/10/2018 18:00,0.00022,0.00847,0.0087,0.125,0.0322,MS,MS,3.194,9.297,23.645,11.424,283.234,0.00003,0.00017,0.006,0.00616,0.146,0.03556,2.681,9.397,24.167,9.244,276.755,0.12,6.088,6.205,0.13,36.141,2.561,2.561,26.39,8.532,291.88
7196,27/10/2018 19:00,0.00006,0.00858,0.00863,0.141,0.0314,MS,MS,3.858,8.014,26.768,9.757,284.01,0.00006,0.00013,0.00709,0.00722,0.166,0.03356,4.458,7.752,27.945,8.191,279.774,0.117,8.282,8.396,0.139,32.152,3.261,3.261,31.647,6.268,291.813
7197,27/10/2018 20:00,0.00019,0.01732,0.01752,0.182,0.02235,MS,MS,5.682,6.55,31.915,5.805,304.651,-0.00004,0.0005,0.01321,0.0137,0.205,0.02674,7.381,6.206,32.77,3.503,292.62,0.053,7.86,7.908,0.141,30.768,2.158,2.158,36.379,5.612,304.053
7198,27/10/2018 21:00,0.00004,0.01122,0.01126,0.18,0.02627,MS,MS,4.7,5.579,35.853,2.232,318.891,0.00006,0.00019,0.01248,0.01267,0.202,0.02571,9.285,4.642,38.038,5.888,265.113,0.268,12.265,12.527,0.175,25.844,4.309,4.309,39.036,4.623,315.191
7199,27/10/2018 22:00,0.00037,0.0213,0.02168,0.293,0.01484,MS,MS,5.077,4.393,42.849,2.622,13.975,0.00018,0.0004,0.01357,0.01397,0.216,0.02432,10.326,3.857,41.53,5.484,266.224,0.528,18.038,18.556,0.222,19.113,3.854,3.854,43.677,4.31,314.829
7200,27/10/2018 23:00,0.01267,0.03437,0.04704,0.369,0.00381,MS,MS,6.612,3.215,48.285,2.981,181.795,0.00016,0.00056,0.01598,0.01654,0.255,0.01997,10.961,3.043,43.398,8.222,255.796,0.154,18.196,18.343,0.237,18.707,3.321,3.321,43.874,4.164,323.41
7201,28/10/2018 0:00,0.0046,0.03208,0.03669,0.358,0.00286,MS,MS,6.172,2.153,55.507,2.284,196.604,0.00014,0.00054,0.01722,0.01776,0.228,0.01703,9.422,2.218,48.001,6.22,264.282,0.159,16.477,16.628,0.213,20.008,4.156,4.156,45.424,4.401,310.13
7202,28/10/2018 1:00,0.0045,0.03221,0.03671,0.337,0.00124,MS,MS,6.387,1.353,63.757,0.604,317.778,0.00022,0.00052,0.02056,0.02109,0.259,0.01255,9.143,1.708,51.218,3.136,248.952,0.197,17.826,18.014,0.184,16.71,3.025,3.025,51.272,1.836,317.337
7203,28/10/2018 2:00,0.00897,0.03243,0.04141,0.333,0.00218,MS,MS,7.503,1.347,60.184,3.119,114.634,Z,Z,Z,Z,Z,Z,7.967,1.571,53.423,0.789,285.248,1.965,26.171,28.13,0.227,6.414,5.34,5.34,54.972,1.387,253.202
7204,28/10/2018 3:00,0.01748,0.03382,0.05129,0.332,0.00124,MS,MS,9.376,1.236,59.586,2.404,186.729,0.00034,0.003,0.02672,0.02971,0.212,0.00574,6.932,1.214,56.271,3.303,218.209,0.687,24.152,24.823,0.232,8.614,4.835,4.835,52.859,0.472,317.158
7205,28/10/2018 4:00,0.01414,0.03156,0.04569,0.327,0.00114,MS,MS,8.64,0.709,65.755,1.994,100.282,0.0011,0.00163,0.0229,0.02453,0.191,0.00777,5.829,1.118,56.389,0.96,208.388,3.046,30.749,33.78,0.255,2.341,6.947,6.947,59.045,1.116,27.248
7206,28/10/2018 5:00,0.0093,0.02765,0.03697,0.26,0.0063,MS,MS,8.397,1.433,59.109,2.718,161.109,0.00049,0.00457,0.01938,0.02395,0.174,0.00911,6.394,1.284,59.403,4.117,130.375,4.964,31.374,36.327,0.435,1.865,6.096,6.096,56.821,1.616,111.935
7207,28/10/2018 6:00,0.00668,0.0284,0.03507,0.221,0.00321,MS,MS,6.457,1.747,54.831,4.612,169.53,0.00062,0.00113,0.01894,0.02007,0.174,0.00972,4.629,1.741,57.832,0.978,193.873,0.473,21.384,21.871,0.198,15.073,3.801,3.801,44.191,6.733,140.571
7208,28/10/2018 7:00,0.00108,0.02161,0.02269,0.169,0.01113,MS,MS,5.432,3.144,48.713,4.4,148.267,0.00024,0.00103,0.00985,0.01088,0.132,0.01744,4.525,2.524,57.152,7.012,123.866,0.128,13.229,13.351,0.149,22.369,3.025,3.025,41.401,8.739,134.164
7209,28/10/2018 8:00,0.00092,0.01275,0.01367,0.138,0.01538,MS,MS,4.299,2.591,53.002,7.246,122.743,0.00004,0.00035,0.00725,0.0076,0.117,0.0206,3.769,2.696,55.261,10.043,119.333,0.672,15.825,16.488,0.168,19.475,3.722,3.722,43.489,7.902,118.59
7210,28/10/2018 9:00,0.00184,0.01312,0.01496,0.152,0.01476,MS,MS,3.635,2.705,53.384,6.112,137.899,0.0001,0.00037,0.00492,0.0053,0.118,0.0233,3.584,3.175,54.95,14.982,140.489,2.36,18.615,20.966,0.184,15.188,5.67,5.67,47.755,6.303,117.795
7211,28/10/2018 10:00,0.00206,0.01095,0.01301,0.172,0.01923,MS,MS,5.633,4.296,48.693,9.263,160.732,0.00022,0.00044,0.00418,0.00462,0.127,0.02481,3.802,4.307,52.975,14.067,158.892,1.313,10.05,11.354,0.183,24.025,5.809,5.809,46.203,9.1,140.176
7212,28/10/2018 11:00,0.00138,0.00811,0.00949,0.18,0.02675,MS,MS,4.686,5.619,60.506,9.696,165.271,0.00012,0.00032,0.00288,0.0032,0.142,0.03579,2.661,6.103,69.12,17.473,169.998,1.155,6.073,7.218,0.161,29.781,5.519,5.519,57.718,12.291,156.748
7213,28/10/2018 12:00,0.0009,0.00349,0.00439,0.179,0.03427,MS,MS,1.968,7.561,64.048,12.85,172.957,0.00029,0.00031,0.00175,0.00207,0.142,0.03776,1.788,7.657,68.547,17.959,166.589,0.661,2.722,3.373,0.158,36.659,3.365,3.365,64.631,12.339,166.352
7214,28/10/2018 13:00,0.00133,0.00423,0.00556,0.185,0.03191,MS,MS,1.802,8.283,62.885,9.604,170.481,0.00035,0.00036,0.00175,0.00211,0.141,0.03569,1.218,9.591,61.522,12.784,164.518,1.062,4.039,5.091,0.176,34.644,3.509,3.509,61.596,7.623,167.463
7215,28/10/2018 14:00,0.00152,0.00412,0.00563,0.19,0.03049,MS,MS,1.986,10.268,56.836,5.421,145.487,0.00038,0.00059,0.00215,0.00275,0.136,0.03175,1.586,10.602,59.687,8.818,116.833,1.816,4.558,6.364,0.174,33.952,4.403,4.403,53.583,5.324,163.136
7216,28/10/2018 15:00,0.00185,0.00495,0.00679,0.183,0.02856,MS,MS,1.42,11.052,54.924,2.858,108.101,0.0003,0.00103,0.00306,0.00409,0.183,0.03023,1.643,12.566,51.503,3.265,45.95,1.162,3.931,5.085,0.168,35.058,3.837,3.837,48.248,5.215,138.161
7217,28/10/2018 16:00,0.00327,0.01124,0.01451,0.195,0.0248,MS,MS,1.352,12.718,48.293,0.796,344.212,0.00037,0.00128,0.00551,0.00679,0.15,0.02983,1.74,13.117,48.324,4.539,329.786,0.942,4.575,5.508,0.17,35.266,3.426,3.426,41.116,3.361,255.224
7218,28/10/2018 17:00,0.00183,0.01296,0.01478,0.174,0.02711,MS,MS,0.697,12.87,34.978,9.793,275.126,0.00033,0.00074,0.00678,0.00753,0.17,0.0333,1.623,13.875,35.9,7.776,260.207,0.279,3.533,3.803,0.137,38.698,1.687,1.687,31.778,13.14,284.841
7219,28/10/2018 18:00,0.00059,0.01119,0.01178,0.13,0.02838,MS,MS,0.451,11.278,34.026,12.569,278.357,0.00013,0.00046,0.006,0.00647,0.138,0.03516,1.222,11.75,32.614,12.042,263.567,0.067,4.499,4.557,0.142,34.961,1.82,1.82,39.186,10.431,308.931
7220,28/10/2018 19:00,0.00065,0.00979,0.01044,0.136,0.02787,MS,MS,0.466,10.012,38.944,13.485,295.814,0.00013,0.00023,0.00572,0.00595,0.153,0.03247,2.111,9.679,40.044,3.71,300.066,0.089,4.581,4.662,0.143,34.268,1.631,1.631,43.353,10.118,299.338
7221,28/10/2018 20:00,0.004,0.01786,0.02187,0.151,0.02107,MS,MS,0.557,9.222,40.843,12.262,262.683,0.00027,0.00101,0.01078,0.01179,0.172,0.02698,2.938,8.362,45.336,9.681,260.214,0.215,8.836,9.043,0.148,28.505,1.137,1.137,48.461,7.596,290.737
7222,28/10/2018 21:00,0.00027,0.00932,0.00959,0.149,0.02434,MS,MS,0.683,7.797,48.608,10.323,330.808,0.00041,0.00068,0.00967,0.01035,0.164,0.0276,2.66,7.951,45.593,6.881,294.907,0.126,7.683,7.801,0.161,27.748,1.26,1.26,50.989,6.332,303.245
7223,28/10/2018 22:00,0.00011,0.01035,0.01046,0.185,0.02013,MS,MS,1.243,6.533,52.731,7.886,319.905,0.00055,0.00027,0.00766,0.00794,0.151,0.02901,1.602,7.672,46.529,7.945,313.124,0.275,10.841,11.108,0.17,24.273,0.959,0.959,53.035,5.755,265.975
7224,28/10/2018 23:00,0.00018,0.0148,0.01498,0.196,0.01415,MS,MS,1.561,5.329,57.792,3.293,12.481,0.00067,0.00042,0.01838,0.01881,0.17,0.017,4.133,6.261,52.575,1.169,277.503,0.089,6.246,6.327,0.141,29.195,-0.174,-0.174,51.8,6.373,316.95
7225,29/10/2018 0:00,0.00037,0.01812,0.01848,0.215,0.01002,MS,MS,1.999,3.915,64.327,0.794,81.83,0.0005,0.00821,0.03185,0.04007,0.203,0.00259,8.538,4.765,60.487,1.411,48.063,0.015,7.64,7.647,0.126,28.723,-0.461,-0.461,48.294,4.407,311.212
7226,29/10/2018 1:00,0.00084,0.02183,0.02266,0.23,0.00612,MS,MS,2.23,2.613,72.304,1.415,187.5,0.00025,0.00035,0.01748,0.01783,0.174,0.01387,4.841,3.813,65.389,3.137,173.155,0.002,3.493,3.487,0.118,32.414,-0.583,-0.583,47.592,6.269,312.461
7227,29/10/2018 2:00,0.00894,0.02625,0.0352,0.254,0.00142,MS,MS,3.507,2.28,80.219,2.831,126.982,Z,Z,Z,Z,Z,Z,1.796,4.635,54.18,6.167,216.13,0.392,9.357,9.741,0.113,26.239,-0.568,-0.568,47.648,6.82,293.881
7228,29/10/2018 3:00,0.00427,0.02084,0.02511,0.202,0.00903,MS,MS,1.887,2.565,70,4.231,216.733,0.0005,0.00054,0.01237,0.01292,0.129,0.02215,2.104,4.253,54.032,8.001,226.567,0.216,16.393,16.6,0.115,20.784,-0.446,-0.446,48.563,5.981,307.365
7229,29/10/2018 4:00,0.00428,0.02678,0.03106,0.21,0.00459,MS,MS,1.65,3.179,68.556,2.353,109.967,0.0005,0.00068,0.01916,0.01982,0.139,0.01531,2.142,4.032,54.829,3.035,215.602,0.016,3.24,3.248,0.115,33.035,-0.34,-0.34,44.278,6.567,301.865
